qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases
27	NZ_AP024128.1	5275	10897	11515	17143	0.0	9841.0	98.242	30	58397	19051	0.2951551099679806	0
35_R	NZ_AP024128.1	1	2368	23766	26133	0.0	4362.0	99.916	84	58397	2828	0.8373408769448374	0
98_R	NZ_AP024688.1	1	104	114317	114420	7.0100000000000005e-37	159.0	94.231	64	137114	163	0.6380368098159509	0
98_R	NZ_AP025547.1	2	163	139280	139441	4.07e-59	233.0	92.593	99	260770	163	0.9938650306748468	0
55_R	NZ_AP025547.1	36	553	139525	140040	0.0	678.0	90.347	93	260770	556	0.9316546762589928	0
61_R	NZ_AP025547.1	1	431	140044	140474	1.7500000000000003e-166	592.0	91.415	99	260770	432	0.9976851851851852	0
22	NZ_AP025680.1	1441	17033	1003	16597	0.0	27739.0	98.776	49	32967	32098	0.4857935073836376	0
61	NZ_AP025742.1	2	432	42769	43199	3.73e-173	614.0	92.343	99	224339	432	0.9976851851851852	0
55	NZ_AP025742.1	1	556	43200	43754	0.0	760.0	91.367	100	224339	556	1.0	0
98	NZ_AP025742.1	1	162	43813	43974	4.04e-64	250.0	94.444	99	224339	163	0.9938650306748468	0
61	NZ_AP025748.1	2	432	42856	43286	8.08e-170	603.0	91.879	99	225721	432	0.9976851851851852	0
55	NZ_AP025748.1	1	556	43287	43841	0.0	754.0	91.187	100	225721	556	1.0	0
98	NZ_AP025748.1	1	162	45213	45374	4.04e-64	250.0	94.444	99	225721	163	0.9938650306748468	0
61	NZ_AP025752.1	2	432	42765	43195	3.73e-173	614.0	92.343	99	220055	432	0.9976851851851852	0
55	NZ_AP025752.1	1	556	43196	43750	0.0	760.0	91.367	100	220055	556	1.0	0
98	NZ_AP025752.1	1	162	43809	43970	4.04e-64	250.0	94.444	99	220055	163	0.9938650306748468	0
61	NZ_AP025755.1	2	432	45476	45906	3.73e-173	614.0	92.343	99	215429	432	0.9976851851851852	0
55	NZ_AP025755.1	1	556	45907	46461	0.0	760.0	91.367	100	215429	556	1.0	0
98	NZ_AP025755.1	1	162	46520	46681	4.04e-64	250.0	94.444	99	215429	163	0.9938650306748468	0
130	NZ_AP025762.1	20	97	1193	1270	1.1700000000000001e-32	145.0	100.0	72	94338	108	0.7222222222222222	0
89_R	NZ_AP025762.1	39	209	1861	2031	5.39e-74	283.0	96.491	81	94338	210	0.8142857142857143	0
107	NZ_AP025762.1	63	138	93925	94000	4.5099999999999995e-28	130.0	97.368	55	94338	139	0.5467625899280576	0
35_R	NZ_AP026790.1	1	2368	27441	29808	0.0	4368.0	99.958	84	60945	2828	0.8373408769448374	0
22_R	NZ_AP026791.1	15063	27666	10244	22813	0.0	21128.0	96.975	39	30638	32098	0.3926724406505078	0
35_R	NZ_AP026796.1	1	2828	27441	30268	0.0	5217.0	99.965	100	60947	2828	1.0	0
22_R	NZ_AP026797.1	15063	27666	10244	22813	0.0	21128.0	96.975	39	30638	32098	0.3926724406505078	0
107	NZ_AP026896.1	58	133	44638	44713	9.7e-30	135.0	98.684	55	4944632	139	0.5467625899280576	0
43_R	NZ_AP026896.1	1	1469	44722	46192	0.0	1934.0	90.447	100	4944632	1475	0.9959322033898304	0
114_R	NZ_AP026896.1	60	131	46268	46339	3.26e-24	117.0	95.833	55	4944632	131	0.549618320610687	0
130	NZ_AP026896.1	21	102	46350	46431	3.26e-33	147.0	98.78	76	4944632	108	0.7592592592592593	0
89_R	NZ_AP026896.1	1	210	46990	47196	3.22e-76	291.0	91.943	100	4944632	210	1.0	0
99_R	NZ_AP026896.1	110	159	47201	47250	1.51e-13	82.4	96.0	31	4944632	159	0.3144654088050314	0
57	NZ_AP026896.1	1	517	47298	47814	0.0	712.0	91.587	99	4944632	523	0.988527724665392	0
132_R	NZ_AP026896.1	2	104	49686	49787	2.4100000000000002e-29	134.0	90.291	99	4944632	104	0.9903846153846154	0
107	NZ_AP026896.1	58	133	96222	96297	9.7e-30	135.0	98.684	55	4944632	139	0.5467625899280576	0
43_R	NZ_AP026896.1	1	1469	96306	97775	0.0	1927.0	90.379	100	4944632	1475	0.9959322033898304	0
114_R	NZ_AP026896.1	60	131	97851	97922	3.26e-24	117.0	95.833	55	4944632	131	0.549618320610687	0
130	NZ_AP026896.1	21	102	97933	98014	3.26e-33	147.0	98.78	76	4944632	108	0.7592592592592593	0
89_R	NZ_AP026896.1	1	210	98573	98779	3.22e-76	291.0	91.943	100	4944632	210	1.0	0
99_R	NZ_AP026896.1	110	159	98784	98833	1.51e-13	82.4	96.0	31	4944632	159	0.3144654088050314	0
57	NZ_AP026896.1	1	517	98881	99397	0.0	712.0	91.587	99	4944632	523	0.988527724665392	0
132_R	NZ_AP026896.1	2	104	101230	101331	2.4100000000000002e-29	134.0	90.291	99	4944632	104	0.9903846153846154	0
107	NZ_AP026896.1	58	133	233257	233332	9.7e-30	135.0	98.684	55	4944632	139	0.5467625899280576	0
43_R	NZ_AP026896.1	1	1469	233341	234811	0.0	1917.0	90.244	100	4944632	1475	0.9959322033898304	0
114_R	NZ_AP026896.1	60	131	234887	234958	3.26e-24	117.0	95.833	55	4944632	131	0.549618320610687	0
130	NZ_AP026896.1	21	102	234969	235050	3.26e-33	147.0	98.78	76	4944632	108	0.7592592592592593	0
89_R	NZ_AP026896.1	1	210	235609	235815	3.22e-76	291.0	91.943	100	4944632	210	1.0	0
99_R	NZ_AP026896.1	110	159	235820	235869	1.51e-13	82.4	96.0	31	4944632	159	0.3144654088050314	0
57	NZ_AP026896.1	1	517	235917	236433	0.0	712.0	91.587	99	4944632	523	0.988527724665392	0
132_R	NZ_AP026896.1	2	104	238265	238366	2.4100000000000002e-29	134.0	90.291	99	4944632	104	0.9903846153846154	0
107	NZ_AP026896.1	58	133	679749	679824	9.7e-30	135.0	98.684	55	4944632	139	0.5467625899280576	0
43_R	NZ_AP026896.1	1	1469	679833	681302	0.0	1927.0	90.386	100	4944632	1475	0.9959322033898304	0
85	NZ_AP026896.1	77	155	681574	681652	3.68e-31	141.0	98.734	36	4944632	223	0.3542600896860987	0
89_R	NZ_AP026896.1	1	210	682214	682420	3.22e-76	291.0	91.943	100	4944632	210	1.0	0
99_R	NZ_AP026896.1	110	159	682425	682474	1.51e-13	82.4	96.0	31	4944632	159	0.3144654088050314	0
57	NZ_AP026896.1	1	517	682522	683038	0.0	712.0	91.587	99	4944632	523	0.988527724665392	0
132_R	NZ_AP026896.1	2	104	684912	685013	2.4100000000000002e-29	134.0	90.291	99	4944632	104	0.9903846153846154	0
107	NZ_AP026896.1	58	133	851398	851473	9.7e-30	135.0	98.684	55	4944632	139	0.5467625899280576	0
43_R	NZ_AP026896.1	1	1469	851482	852952	0.0	1923.0	90.312	100	4944632	1475	0.9959322033898304	0
85	NZ_AP026896.1	77	155	853227	853305	3.68e-31	141.0	98.734	36	4944632	223	0.3542600896860987	0
89_R	NZ_AP026896.1	1	210	853848	854054	3.22e-76	291.0	91.943	100	4944632	210	1.0	0
99_R	NZ_AP026896.1	110	159	854059	854108	1.51e-13	82.4	96.0	31	4944632	159	0.3144654088050314	0
57	NZ_AP026896.1	1	517	854156	854672	0.0	712.0	91.587	99	4944632	523	0.988527724665392	0
132_R	NZ_AP026896.1	2	104	856500	856601	2.4100000000000002e-29	134.0	90.291	99	4944632	104	0.9903846153846154	0
57_R	NZ_AP026896.1	7	523	4032058	4032574	0.0	712.0	91.587	99	4944632	523	0.988527724665392	0
99	NZ_AP026896.1	1	50	4032622	4032671	1.51e-13	82.4	96.0	31	4944632	159	0.3144654088050314	0
89	NZ_AP026896.1	1	210	4032676	4032882	3.22e-76	291.0	91.943	100	4944632	210	1.0	0
85_R	NZ_AP026896.1	69	147	4033442	4033520	3.68e-31	141.0	98.734	36	4944632	223	0.3542600896860987	0
43	NZ_AP026896.1	4	1475	4033741	4035214	0.0	1934.0	90.405	100	4944632	1475	0.9979661016949152	0
107_R	NZ_AP026896.1	7	82	4035223	4035298	9.7e-30	135.0	98.684	55	4944632	139	0.5467625899280576	0
57_R	NZ_AP026896.1	7	523	4434043	4434559	0.0	712.0	91.587	99	4944632	523	0.988527724665392	0
99	NZ_AP026896.1	1	50	4434607	4434656	1.51e-13	82.4	96.0	31	4944632	159	0.3144654088050314	0
89	NZ_AP026896.1	1	210	4434661	4434867	3.22e-76	291.0	91.943	100	4944632	210	1.0	0
85_R	NZ_AP026896.1	69	148	4435428	4435507	1.02e-31	143.0	98.75	36	4944632	223	0.358744394618834	0
43	NZ_AP026896.1	4	1475	4435781	4437254	0.0	1929.0	90.331	100	4944632	1475	0.9979661016949152	0
107_R	NZ_AP026896.1	7	82	4437263	4437338	9.7e-30	135.0	98.684	55	4944632	139	0.5467625899280576	0
132	NZ_AP026896.1	1	103	4562938	4563039	2.4100000000000002e-29	134.0	90.291	99	4944632	104	0.9903846153846154	0
57_R	NZ_AP026896.1	7	523	4564867	4565383	0.0	706.0	91.396	99	4944632	523	0.988527724665392	0
99	NZ_AP026896.1	1	50	4565431	4565480	1.51e-13	82.4	96.0	31	4944632	159	0.3144654088050314	0
89	NZ_AP026896.1	1	210	4565485	4565691	3.22e-76	291.0	91.943	100	4944632	210	1.0	0
85_R	NZ_AP026896.1	69	147	4566253	4566331	3.68e-31	141.0	98.734	36	4944632	223	0.3542600896860987	0
43	NZ_AP026896.1	1	1475	4566549	4568024	0.0	1921.0	90.216	100	4944632	1475	1.0	0
107_R	NZ_AP026896.1	7	82	4568033	4568108	9.7e-30	135.0	98.684	55	4944632	139	0.5467625899280576	0
132	NZ_AP026896.1	1	103	4781198	4781299	2.4100000000000002e-29	134.0	90.291	99	4944632	104	0.9903846153846154	0
57_R	NZ_AP026896.1	7	523	4783169	4783685	0.0	712.0	91.587	99	4944632	523	0.988527724665392	0
99	NZ_AP026896.1	1	50	4783733	4783782	1.51e-13	82.4	96.0	31	4944632	159	0.3144654088050314	0
89	NZ_AP026896.1	1	210	4783787	4783993	3.22e-76	291.0	91.943	100	4944632	210	1.0	0
85_R	NZ_AP026896.1	69	147	4784536	4784614	3.68e-31	141.0	98.734	36	4944632	223	0.3542600896860987	0
43	NZ_AP026896.1	1	1475	4784883	4786359	0.0	1917.0	90.148	100	4944632	1475	1.0	0
107_R	NZ_AP026896.1	7	82	4786368	4786443	9.7e-30	135.0	98.684	55	4944632	139	0.5467625899280576	0
132	NZ_AP026896.1	1	103	4862355	4862456	2.4100000000000002e-29	134.0	90.291	99	4944632	104	0.9903846153846154	0
57_R	NZ_AP026896.1	7	523	4864328	4864844	0.0	712.0	91.587	99	4944632	523	0.988527724665392	0
99	NZ_AP026896.1	1	50	4864892	4864941	1.51e-13	82.4	96.0	31	4944632	159	0.3144654088050314	0
89	NZ_AP026896.1	1	210	4864946	4865152	3.22e-76	291.0	91.943	100	4944632	210	1.0	0
85_R	NZ_AP026896.1	69	147	4865695	4865773	3.68e-31	141.0	98.734	36	4944632	223	0.3542600896860987	0
43	NZ_AP026896.1	1	1475	4866042	4867517	0.0	1910.0	90.081	100	4944632	1475	1.0	0
107_R	NZ_AP026896.1	7	82	4867526	4867601	9.7e-30	135.0	98.684	55	4944632	139	0.5467625899280576	0
35_R	NZ_AP026909.1	1	2368	30716	33083	0.0	4368.0	99.958	84	61498	2828	0.8373408769448374	0
35_R	NZ_AP027402.1	1	2368	27434	29801	0.0	4368.0	99.958	84	61732	2828	0.8373408769448374	0
27	NZ_AP027413.1	5275	13066	10443	18241	0.0	13453.0	97.821	41	58371	19051	0.4090074011862894	0
35_R	NZ_AP027413.1	1	2368	24646	27013	0.0	4362.0	99.916	84	58371	2828	0.8373408769448374	0
35	NZ_AP027443.1	455	2828	25361	27734	0.0	4368.0	99.874	84	60733	2828	0.8394625176803394	0
35_R	NZ_AP027486.1	1	2828	53319	56146	0.0	5212.0	99.929	100	62302	2828	1.0	0
61	NZ_AP027489.1	2	432	6620	7050	0.0	647.0	93.735	99	142006	432	0.9976851851851852	0
55	NZ_AP027489.1	1	556	7051	7606	0.0	822.0	93.345	100	142006	556	1.0	0
98	NZ_AP027489.1	1	162	7665	7826	4.02e-69	267.0	96.296	100	142006	163	0.9938650306748468	0
98_R	NZ_AP027489.1	1	163	27002	27164	1.12e-69	268.0	96.319	100	142006	163	1.0	0
55_R	NZ_AP027489.1	1	556	27223	27778	0.0	822.0	93.345	100	142006	556	1.0	0
61_R	NZ_AP027489.1	1	431	27779	28209	0.0	647.0	93.735	99	142006	432	0.9976851851851852	0
35_R	NZ_AP027497.1	1	2368	26369	28736	0.0	4362.0	99.916	84	60733	2828	0.8373408769448374	0
36_R	NZ_AP027499.1	1	2101	1	2088	0.0	3784.0	99.286	100	2088	2101	1.0	0
35_R	NZ_AP027502.1	1	2368	33686	36053	0.0	4357.0	99.873	84	68050	2828	0.8373408769448374	0
22_R	NZ_AP027514.1	9542	32098	1	22561	0.0	41537.0	99.902	70	36340	32098	0.7027540656738738	0
35_R	NZ_AP027521.1	1	2368	27955	30322	0.0	4362.0	99.916	84	63229	2828	0.8373408769448374	0
27	NZ_AP027534.1	4836	10862	10019	16044	0.0	10807.0	99.038	32	61589	19051	0.3163613458611096	0
35_R	NZ_AP027534.1	1	2368	26289	28656	0.0	4368.0	99.958	84	61589	2828	0.8373408769448374	0
27	NZ_AP027539.1	4836	10862	10019	16044	0.0	10807.0	99.038	32	61573	19051	0.3163613458611096	0
35_R	NZ_AP027539.1	1	2828	26289	29114	0.0	5204.0	99.894	100	61573	2828	1.0	0
27	NZ_AP027547.1	4836	10862	10216	16241	0.0	10807.0	99.038	32	60523	19051	0.3163613458611096	0
35_R	NZ_AP027547.1	1	2368	26486	28853	0.0	4368.0	99.958	84	60523	2828	0.8373408769448374	0
35_R	NZ_AP027557.1	1	2368	27955	30322	0.0	4362.0	99.916	84	63174	2828	0.8373408769448374	0
22_R	NZ_AP027558.1	15063	31346	2216	18505	0.0	28354.0	98.092	51	30296	32098	0.507321328431678	0
35_R	NZ_AP027565.1	1	2368	27955	30322	0.0	4362.0	99.916	84	63239	2828	0.8373408769448374	0
22_R	NZ_AP027566.1	15063	31346	2216	18505	0.0	28326.0	98.062	51	30296	32098	0.507321328431678	0
27	NZ_AP027573.1	4836	10862	10216	16241	0.0	10807.0	99.038	32	60525	19051	0.3163613458611096	0
35_R	NZ_AP027573.1	1	2368	26486	28853	0.0	4368.0	99.958	84	60525	2828	0.8373408769448374	0
35_R	NZ_AP027580.1	1	2828	30386	33213	0.0	5212.0	99.929	100	65433	2828	1.0	0
22_R	NZ_AP027581.1	14308	32098	1	17794	0.0	32812.0	99.955	55	31253	32098	0.55427129416163	0
35_R	NZ_AP027613.1	1	2368	28653	31020	0.0	4362.0	99.916	84	63700	2828	0.8373408769448374	0
89_R	NZ_AP027617.1	36	209	364	537	1.18e-60	239.0	91.379	83	1896	210	0.8285714285714286	0
99_R	NZ_AP027617.1	108	159	544	595	1.17e-14	86.1	96.154	33	1896	159	0.3270440251572327	0
27	NZ_AP027624.1	4836	10862	41083	47108	0.0	10807.0	99.038	32	59707	19051	0.3163613458611096	0
35_R	NZ_AP027624.1	1	2355	57353	59707	0.0	4344.0	99.958	83	59707	2828	0.8327439886845828	0
35_R	NZ_AP027636.1	1	2368	26369	28736	0.0	4362.0	99.916	84	60733	2828	0.8373408769448374	0
98_R	NZ_AP027638.1	2	163	114944	115105	4.07e-59	233.0	92.593	99	237772	163	0.9938650306748468	0
55_R	NZ_AP027638.1	36	553	115189	115704	0.0	678.0	90.347	93	237772	556	0.9316546762589928	0
61_R	NZ_AP027638.1	1	431	115708	116138	1.7500000000000003e-166	592.0	91.415	99	237772	432	0.9976851851851852	0
35	NZ_AP027644.1	476	2828	1	2353	0.0	4340.0	99.958	83	59699	2828	0.832036775106082	0
27_R	NZ_AP027644.1	8160	14216	12568	18623	0.0	10807.0	98.877	32	59699	19051	0.3179360663482232	0
27	NZ_AP027655.1	4836	10862	10019	16044	0.0	10807.0	99.038	32	60550	19051	0.3163613458611096	0
35_R	NZ_AP027655.1	1	2368	26289	28656	0.0	4368.0	99.958	84	60550	2828	0.8373408769448374	0
27	NZ_AP027668.1	4836	10862	10019	16044	0.0	10807.0	99.038	32	61575	19051	0.3163613458611096	0
35_R	NZ_AP027668.1	1	2368	26289	28656	0.0	4368.0	99.958	84	61575	2828	0.8373408769448374	0
98_R	NZ_AP027674.1	1	163	20536	20698	5.2700000000000005e-58	230.0	92.025	100	191304	163	1.0	0
27	NZ_AP027675.1	2782	10862	8640	16719	0.0	14678.0	99.456	42	60961	19051	0.4241772085454832	0
35_R	NZ_AP027675.1	1	2368	26964	29331	0.0	4368.0	99.958	84	60961	2828	0.8373408769448374	0
98_R	NZ_AP027677.1	2	163	114944	115105	4.07e-59	233.0	92.593	99	237772	163	0.9938650306748468	0
55_R	NZ_AP027677.1	36	553	115189	115704	0.0	678.0	90.347	93	237772	556	0.9316546762589928	0
61_R	NZ_AP027677.1	1	431	115708	116138	1.7500000000000003e-166	592.0	91.415	99	237772	432	0.9976851851851852	0
27	NZ_AP027682.1	2782	10862	8640	16719	0.0	14678.0	99.456	42	60961	19051	0.4241772085454832	0
35_R	NZ_AP027682.1	1	2368	26964	29331	0.0	4368.0	99.958	84	60961	2828	0.8373408769448374	0
27	NZ_AP027699.1	2782	10862	8640	16719	0.0	14678.0	99.456	42	60960	19051	0.4241772085454832	0
35_R	NZ_AP027699.1	1	2368	26964	29331	0.0	4368.0	99.958	84	60960	2828	0.8373408769448374	0
27	NZ_AP027711.1	2782	10862	8640	16719	0.0	14678.0	99.456	42	60961	19051	0.4241772085454832	0
35_R	NZ_AP027711.1	1	2368	26964	29331	0.0	4368.0	99.958	84	60961	2828	0.8373408769448374	0
27	NZ_AP027715.1	2782	10862	8640	16719	0.0	14678.0	99.456	42	60960	19051	0.4241772085454832	0
35_R	NZ_AP027715.1	1	2368	26964	29331	0.0	4368.0	99.958	84	60960	2828	0.8373408769448374	0
22	NZ_AP027777.1	4171	17033	1	12862	0.0	23713.0	99.946	40	33303	32098	0.400741479219889	0
27	NZ_AP027794.1	3078	10862	13511	21295	0.0	14216.0	99.627	41	69366	19051	0.4086399664059629	0
35_R	NZ_AP027794.1	1	2368	33984	36351	0.0	4368.0	99.958	84	69366	2828	0.8373408769448374	0
22_R	NZ_AP027817.1	15063	32098	3766	20802	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0
98_R	NZ_AP027830.1	2	163	102918	103079	4.07e-59	233.0	92.593	99	225168	163	0.9938650306748468	0
55_R	NZ_AP027830.1	36	553	103163	103678	0.0	678.0	90.347	93	225168	556	0.9316546762589928	0
61_R	NZ_AP027830.1	1	431	103682	104112	1.7500000000000003e-166	592.0	91.415	99	225168	432	0.9976851851851852	0
36	NZ_AP027833.1	112	2101	7761	9747	0.0	3639.0	99.699	95	85393	2101	0.9471680152308424	0
36	NZ_AP027842.1	176	2101	1	1926	0.0	3541.0	99.844	92	2101	2101	0.9167063303188958	0
35_R	NZ_AP027852.1	1	2828	27441	30268	0.0	5217.0	99.965	100	62272	2828	1.0	0
22_R	NZ_AP027858.1	19380	32098	1	12720	0.0	23460.0	99.961	40	33309	32098	0.3962552183936694	0
27	NZ_AP027901.1	2782	10862	8640	16719	0.0	14678.0	99.456	42	60967	19051	0.4241772085454832	0
35_R	NZ_AP027901.1	1	2828	26964	29791	0.0	5217.0	99.965	100	60967	2828	1.0	0
27	NZ_AP027948.1	2782	10862	10461	18545	0.0	14617.0	99.307	42	63710	19051	0.4241772085454832	0
35_R	NZ_AP027948.1	1	2828	28667	31494	0.0	5217.0	99.965	100	63710	2828	1.0	0
22_R	NZ_AP027955.1	15063	32098	12791	29827	0.0	31410.0	99.947	53	33309	32098	0.5307495794130476	0
22_R	NZ_AP027959.1	15063	32098	12790	29826	0.0	31416.0	99.953	53	33308	32098	0.5307495794130476	0
22_R	NZ_AP027962.1	15063	32098	12791	29827	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0
22_R	NZ_AP027975.1	15063	32098	12791	29827	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0
36	NZ_AP027977.1	759	2101	1	1343	0.0	2475.0	99.926	100	2089	2101	0.6392194193241314	0
36	NZ_AP027977.1	1	758	1344	2089	0.0	1312.0	98.155	100	2089	2101	0.3607805806758686	0
22_R	NZ_AP027982.1	15063	32098	12791	29827	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0
36	NZ_AP027984.1	464	2101	1	1626	0.0	2942.0	99.206	78	2089	2101	0.7796287482151356	0
35_R	NZ_AP028820.1	1	2368	24533	26900	0.0	4368.0	99.958	84	58897	2828	0.8373408769448374	0
130_R	NZ_AP028965.1	13	90	64742	64819	2.5599999999999997e-24	117.0	93.671	72	128740	108	0.7222222222222222	0
99	NZ_AP029005.1	2	49	1109048	1109095	9.12e-11	73.1	93.75	30	1955831	159	0.3018867924528302	0
89	NZ_AP029005.1	1	171	1109103	1109272	1.98e-58	231.0	91.228	81	1955831	210	0.8142857142857143	0
99	NZ_AP029007.1	2	49	1106297	1106344	9.12e-11	73.1	93.75	30	1976271	159	0.3018867924528302	0
89	NZ_AP029007.1	1	171	1106352	1106521	1.98e-58	231.0	91.228	81	1976271	210	0.8142857142857143	0
99	NZ_AP029009.1	2	49	1106294	1106341	9.12e-11	73.1	93.75	30	1976266	159	0.3018867924528302	0
89	NZ_AP029009.1	1	171	1106349	1106518	1.98e-58	231.0	91.228	81	1976266	210	0.8142857142857143	0
89_R	NZ_AP029011.1	40	210	931202	931371	1.98e-58	231.0	91.228	81	2060108	210	0.8142857142857143	0
99	NZ_AP029013.1	2	49	1123657	1123704	9.12e-11	73.1	93.75	30	2004817	159	0.3018867924528302	0
89	NZ_AP029013.1	1	171	1123712	1123882	2.56e-57	228.0	90.643	81	2004817	210	0.8142857142857143	0
35_R	NZ_CP006264.1	1	2368	26241	28608	0.0	4373.0	100.0	84	58666	2828	0.8373408769448374	0
35_R	NZ_CP007134.1	1	2368	26241	28608	0.0	4373.0	100.0	84	58666	2828	0.8373408769448374	0
36_R	NZ_CP008719.1	1268	2101	1	834	0.0	1530.0	99.76	100	2101	2101	0.3969538315088053	0
36_R	NZ_CP008719.1	1	1267	835	2101	0.0	2340.0	100.0	100	2101	2101	0.6030461684911946	0
61	NZ_CP010201.1	2	159	66039	66196	9.51e-55	220.0	91.772	37	116581	432	0.3657407407407407	0
27	NZ_CP010220.1	5608	13066	41056	48538	0.0	13082.0	98.276	39	57582	19051	0.3915280037793291	0
35_R	NZ_CP010220.1	1	2368	54090	56457	0.0	4246.0	99.029	84	57582	2828	0.8373408769448374	0
61	NZ_CP010234.1	2	432	81374	81804	1.7500000000000003e-166	592.0	91.415	99	117266	432	0.9976851851851852	0
55	NZ_CP010234.1	1	521	81805	82323	0.0	678.0	90.211	94	117266	556	0.9370503597122302	0
98	NZ_CP010234.1	1	162	82407	82568	4.07e-59	233.0	92.593	99	117266	163	0.9938650306748468	0
128_R	NZ_CP010448.1	1	78	99084	99161	2.73e-29	134.0	97.436	68	101277	114	0.6842105263157895	0
36_R	NZ_CP011141.1	1478	2101	1	624	0.0	1136.0	99.52	100	2089	2101	0.2970014278914802	0
36_R	NZ_CP011141.1	1	1477	625	2089	0.0	2651.0	99.188	100	2089	2101	0.7029985721085198	0
22	NZ_CP011290.1	22172	32098	1	9927	0.0	18332.0	100.0	100	32098	32098	0.3092716057075207	0
22	NZ_CP011290.1	1	22171	9928	32098	0.0	40943.0	100.0	100	32098	32098	0.6907283942924792	0
27_R	NZ_CP011291.1	1	19051	1157	20207	0.0	35181.0	100.0	100	58005	19051	1.0	0
22	NZ_CP011293.1	22172	32098	1	9927	0.0	18332.0	100.0	100	32098	32098	0.3092716057075207	0
22	NZ_CP011293.1	1	22171	9928	32098	0.0	40943.0	100.0	100	32098	32098	0.6907283942924792	0
27_R	NZ_CP011294.1	1	19051	1107	20157	0.0	35181.0	100.0	100	57955	19051	1.0	0
89_R	NZ_CP011515.1	39	210	259818	259988	1.1899999999999999e-55	222.0	90.116	82	262673	210	0.819047619047619	0
27	NZ_CP011645.1	5608	14128	13487	22045	0.0	15084.0	98.551	45	77801	19051	0.4472731090231484	0
35_R	NZ_CP011645.1	1	2368	25650	28017	0.0	4279.0	99.282	84	77801	2828	0.8373408769448374	0
27	NZ_CP011978.1	5608	14128	13475	22033	0.0	15084.0	98.551	45	77775	19051	0.4472731090231484	0
35_R	NZ_CP011978.1	1	2368	25638	28005	0.0	4279.0	99.282	84	77775	2828	0.8373408769448374	0
98_R	NZ_CP012498.1	1	163	175768	175930	1.12e-64	252.0	94.479	100	213847	163	1.0	0
55_R	NZ_CP012498.1	1	553	175989	176540	0.0	760.0	91.501	99	213847	556	0.9946043165467626	0
61_R	NZ_CP012498.1	1	431	176544	176974	3.76e-168	597.0	91.647	99	213847	432	0.9976851851851852	0
61	NZ_CP012499.1	2	432	104172	104602	8.08e-170	603.0	91.879	99	223952	432	0.9976851851851852	0
55	NZ_CP012499.1	1	556	104603	105157	0.0	754.0	91.187	100	223952	556	1.0	0
98	NZ_CP012499.1	1	162	105216	105377	4.04e-64	250.0	94.444	99	223952	163	0.9938650306748468	0
61	NZ_CP012500.1	2	432	4449	4879	8.08e-170	603.0	91.879	99	225292	432	0.9976851851851852	0
55	NZ_CP012500.1	1	556	4880	5434	0.0	754.0	91.187	100	225292	556	1.0	0
98	NZ_CP012500.1	1	162	5493	5654	4.04e-64	250.0	94.444	99	225292	163	0.9938650306748468	0
98_R	NZ_CP012501.1	2	163	34555	34716	4.04e-64	250.0	94.444	99	242187	163	0.9938650306748468	0
55_R	NZ_CP012501.1	1	553	36088	36639	0.0	754.0	91.32	99	242187	556	0.9946043165467626	0
61_R	NZ_CP012501.1	1	431	36643	37073	8.08e-170	603.0	91.879	99	242187	432	0.9976851851851852	0
107	NZ_CP012909.1	65	133	59516	59583	5.92e-17	93.5	91.304	50	267988	139	0.4964028776978417	0
107	NZ_CP013139.1	55	139	134	220	1.25e-28	132.0	94.253	61	906103	139	0.6115107913669064	0
99_R	NZ_CP013139.1	108	159	2515	2566	1.17e-14	86.1	96.154	33	906103	159	0.3270440251572327	0
57	NZ_CP013139.1	9	517	2622	3129	0.0	723.0	92.398	97	906103	523	0.9732313575525812	0
107	NZ_CP013139.1	55	139	901328	901414	1.25e-28	132.0	94.253	61	906103	139	0.6115107913669064	0
99_R	NZ_CP013139.1	108	159	903709	903760	1.17e-14	86.1	96.154	33	906103	159	0.3270440251572327	0
57	NZ_CP013139.1	9	517	903816	904325	0.0	713.0	92.039	97	906103	523	0.9732313575525812	0
98_R	NZ_CP014320.1	1	104	71324	71427	7.0100000000000005e-37	159.0	94.231	64	130603	163	0.6380368098159509	0
55_R	NZ_CP014997.1	291	556	3	268	1.15e-109	403.0	93.985	99	81966	556	0.4784172661870504	0
